y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,0.454909,39,0,807.0,1159.0,4,0,0,0,0.0
0,0.165579746,59,0,0.46163459100000004,4000.0,9,0,1,0,0.0
0,0.5675975000000001,49,0,0.6616306,7015.0,18,0,2,0,0.0
0,0.30571459999999995,57,0,0.6518356,4112.0,14,0,2,0,0.0
0,0.06954093900000001,87,0,740.0,1159.0,7,0,0,0,0.0
0,0.9999998999999999,74,0,0.2241667,3599.0,2,0,0,0,2.0
0,0.6167665,30,0,0.4543864,4000.0,7,0,1,0,1.0
0,0.05720419999999999,56,0,0.2186953,4000.0,12,0,1,0,0.0
0,0.24995,34,0,1245.0,0.0,4,0,2,0,1.0
1,0.9999998999999999,61,1,0.03489399,6791.0,1,2,0,1,3.0
0,0.069330252,45,0,0.190226222,8000.0,8,0,1,0,0.0
0,0.0,51,0,0.435629676,6415.0,10,0,2,0,1.0
0,0.1637015,42,0,0.6337887,3000.0,10,0,0,0,0.0
0,0.9999998999999999,34,0,726.0,1159.0,3,0,0,0,0.0
0,0.24582379999999998,50,0,0.24978229999999998,12630.0,16,0,1,0,0.0
0,0.20277924600000002,70,0,0.476210504,19020.0,18,0,2,0,0.0
0,0.024072915,52,0,0.279991047,4467.0,14,0,2,0,0.0
0,0.01617828,68,0,0.21459299999999998,6043.0,8,0,1,0,0.0
0,0.014724600000000001,24,0,0.13916289999999998,3750.0,4,0,0,0,0.0
0,0.470355433,53,0,0.419834903,8600.0,12,0,2,0,0.0
0,0.1707587,57,0,0.04845408,6500.0,7,0,0,0,0.0
0,0.3121699,51,0,0.2981621,10500.0,10,0,2,0,0.0
0,0.009151105,60,0,2577.0,8311.0,6,0,3,0,0.0
0,0.092397163,69,0,0.166666667,4217.0,15,0,1,0,0.0
0,0.027165912,67,0,0.264155331,8600.0,10,0,2,0,1.0
0,0.573416,35,2,0.20431329999999998,6166.0,14,0,0,0,0.0
0,0.044807875,82,0,0.028138837000000003,7000.0,8,0,0,0,0.0
0,0.2149419,61,0,0.02267819,8333.0,5,0,0,0,3.0
0,0.092190781,60,0,0.550979608,2500.0,3,0,1,0,0.0
0,0.3370341,43,0,0.3985896,9500.0,12,0,1,0,2.0
0,0.032805971,50,0,3221.0,2554.0,11,0,1,0,0.0
0,1.048253,36,6,0.28548579999999996,2500.0,6,1,0,0,2.0
1,0.9999998999999999,26,0,0.05398201,3000.0,1,0,0,0,0.0
0,0.05090504,66,0,983.0,2554.0,6,0,1,0,0.0
0,0.7304789,63,0,0.3615157,10159.0,19,0,1,0,0.0
0,0.06109043,44,0,0.3403525,11064.0,8,0,2,0,3.0
0,0.2337768,48,1,0.43342780000000003,6000.0,9,0,2,0,2.0
0,0.5646793999999999,26,1,0.14095970000000002,2333.0,7,0,0,0,0.0
0,0.9283971999999999,58,3,0.11500230000000002,8851.0,8,3,0,1,2.0
0,0.16975178300000002,56,0,0.302715699,18300.0,6,0,1,0,0.0
0,0.05406662,44,1,0.3660119,11250.0,9,0,2,0,2.0
0,0.057034800000000004,47,0,843.0,2554.0,8,0,1,0,0.0
0,0.0048808359999999995,89,0,0.000476145,10500.0,12,0,0,0,0.0
0,0.5874804,45,0,0.5094423,4500.0,10,0,1,0,3.0
0,0.993007,31,1,0.01268743,2600.0,4,0,0,0,0.0
0,0.29478730000000003,39,1,0.4036208,11433.0,16,0,3,0,0.0
0,1.142883,59,1,1.042232,5161.0,11,0,1,0,4.0
0,0.4274511,54,0,1.180373,2200.0,16,0,4,0,0.0
0,0.0,85,0,0.0,5356.0,5,0,0,0,0.7572222678605657
0,0.1294455,75,0,0.32773359999999996,6666.0,10,0,1,0,1.0
1,0.4053744,46,0,0.3316725,7425.0,10,0,2,0,3.0
0,0.641684461,68,1,0.95004995,1000.0,6,0,0,0,0.0
0,0.575221544,60,0,446.5,1.0,3,0,0,0,1.0
0,0.9407559999999999,43,0,0.959257,1668.0,7,0,0,0,0.0
0,0.04931338,61,0,2001.0,8311.0,9,0,2,0,2.0
1,0.7292724,51,3,0.2353437,4741.0,6,1,1,1,0.0
0,0.9860398000000001,66,0,0.5082539,10600.0,14,0,1,0,1.0
1,0.5205936,38,0,1.8088689999999998,1600.0,6,0,2,0,0.0
0,0.3262162,45,0,0.1265933,3451.0,14,0,0,0,2.0
0,0.29213558300000003,58,0,0.20086884600000002,4833.0,15,0,0,0,0.0
0,0.04224591,71,0,2019.0,2554.0,8,0,1,0,0.0
1,0.9999998999999999,23,98,0.0,4826.0,0,98,0,98,0.0
0,0.035975397,78,0,72.0,1159.0,5,0,0,0,0.0
0,0.0151786,46,1,47.0,1159.0,18,0,0,0,0.0
0,0.4408483,52,0,0.2992323,5600.0,10,0,0,0,0.0
0,0.04151221,32,1,0.09852336,4130.0,7,0,0,0,3.0
0,0.0,56,0,0.41671670000000005,5000.0,7,0,2,0,1.0
0,0.9999998999999999,39,0,0.504505716,7434.0,4,0,1,0,0.0
1,0.7241498000000001,53,0,0.6340333,11000.0,17,0,2,0,2.0
0,0.05716883,46,0,0.270073,10000.0,14,0,2,0,1.0
0,0.08697283,41,0,0.03766751,2760.0,2,0,0,0,0.0
0,0.3629527,57,1,2125.0,8311.0,8,0,2,0,3.0
0,0.04133451,61,0,150.0,1159.0,10,0,0,0,0.0
0,0.2022174,62,1,0.2255953,5500.0,12,0,0,1,0.0
1,0.8027227,38,1,2128.0,1159.0,8,1,0,0,5.0
0,0.241924415,54,0,0.516206897,2899.0,15,0,1,0,0.0
0,0.45680971200000003,29,0,616.0,1159.0,9,0,0,0,0.0
0,0.5864646,65,1,0.6701736,1900.0,4,0,1,0,0.0
0,0.000883267,53,0,0.1372281,9516.0,8,0,1,0,0.0
0,0.001991204,73,0,0.12245450000000001,7414.0,12,0,0,0,0.0
1,0.608101214,60,0,483.0,1159.0,4,1,0,0,0.0
0,0.03163716,45,0,0.558732,6750.0,16,0,4,1,4.0
0,0.0,28,0,0.2458101,715.0,2,0,0,0,0.0
0,0.41306670000000006,56,2,0.4446814,3750.0,11,0,1,0,1.0
0,0.0033560879999999997,49,0,0.21347876899999998,7700.0,7,0,1,0,2.0
0,0.19323800000000002,40,0,2076.0,0.0,5,0,1,0,0.0
0,0.0,74,0,0.001333111,6000.0,4,0,0,0,0.0
0,0.1483434,59,0,0.30904940000000003,14000.0,15,0,2,0,0.0
0,0.384331876,55,0,987.0,2554.0,3,0,1,0,0.0
0,0.88011988,30,2,0.080589939,3796.0,5,0,0,0,1.0
1,0.7790262170000001,36,1,2.9795021960000003,1365.0,7,1,0,2,1.0
0,0.08983084,74,0,0.027993,4000.0,6,0,0,0,0.0
0,0.9035671999999999,28,1,0.292083,1300.0,4,0,0,0,1.0
0,0.002409856,72,0,0.458392649,7726.0,7,0,2,0,0.0
1,0.9747922609999999,32,3,1.3838463559999998,3800.0,11,0,3,0,4.0
0,0.578908422,59,0,0.19125931300000001,11005.0,10,0,0,0,1.0
0,0.8574069,41,0,0.32845890000000005,8000.0,8,0,1,0,1.0
0,0.018858438999999998,66,0,0.094403324,7700.0,16,0,0,0,0.0
0,0.07957534,37,0,0.143964,4000.0,7,0,0,0,0.0
0,0.1817146,38,0,965.0,0.0,14,0,0,1,2.0
0,0.02788786,31,0,115.0,1159.0,6,0,0,0,0.0
0,0.9043232,72,0,4303.0,8311.0,13,0,2,0,0.0
0,0.02200563,63,0,0.07582237,6079.0,18,0,0,0,0.0
0,0.1834311,54,0,0.2358748,6583.0,9,0,1,0,0.0
0,0.088760385,33,0,0.9506054429999999,8340.0,20,0,2,0,2.0
1,0.29585209999999995,35,0,21.0,1159.0,2,1,0,1,0.0
0,0.348974176,48,0,0.190184049,4889.0,9,0,0,0,1.0
0,0.04056252,49,0,0.2916667,6791.0,14,0,2,0,0.0
0,0.19059332,56,0,0.214878834,5900.0,7,0,1,0,2.0
0,0.0,55,0,63.0,1159.0,2,0,0,0,0.0
0,0.10693119999999999,38,1,0.2867855,6000.0,10,0,0,0,0.0
0,0.6996311,43,0,0.15873679999999998,12000.0,25,0,0,3,0.0
0,0.38565029999999995,71,0,2828.0,2554.0,15,0,1,0,0.0
0,0.0036454770000000003,85,0,0.00089982,3333.0,3,0,0,0,0.0
0,0.0012458810000000001,80,0,0.011998,6000.0,11,0,0,0,0.0
0,0.9999998999999999,68,0,1049.0,2554.0,2,0,1,0,0.0
0,0.08441709,57,0,0.2319389,12166.0,13,0,2,0,2.0
0,0.5705056,27,0,470.0,0.0,8,0,0,0,2.0
0,0.14383510000000002,37,0,0.3035595,7500.0,6,0,2,0,2.0
0,0.244868327,51,0,0.10878128599999999,16500.0,11,0,0,0,0.0
0,0.04502354,61,0,0.6795038,5400.0,12,0,2,0,0.0
0,0.001684328,74,0,0.2688634,6281.0,14,0,2,0,0.0
0,0.03017864,54,0,0.04085325,10500.0,9,0,0,0,2.0
0,0.1888381,50,0,0.2537304,16083.0,11,0,2,0,2.0
1,0.6646707,35,3,0.2370751,3500.0,7,1,0,1,0.0
0,0.5515949,69,0,0.5612339,14166.0,18,0,4,0,0.0
0,0.20370429999999998,63,0,0.3910363,6001.0,6,0,1,0,0.0
0,0.042759899999999997,52,0,7806.0,8311.0,21,0,2,0,2.0
0,0.2953004,74,0,0.6627108,1600.0,13,0,0,0,0.0
0,0.25164172,78,0,2780.0,8311.0,18,0,2,0,0.0
0,0.12002655300000001,68,0,0.35439000600000004,11286.0,6,0,2,0,0.0
1,0.9802040000000001,60,6,2128.0,2554.0,11,1,1,0,0.0
0,0.359205,61,0,0.4563897,7245.0,11,0,1,0,1.0
0,0.0,45,0,0.24415117,5000.0,5,0,1,0,0.0
0,0.1313476,62,1,0.3910256,2027.0,10,0,1,0,1.0
0,0.04563469,61,0,754.0,2554.0,4,0,1,0,0.0
0,0.2497843,65,0,2362.0,1159.0,27,0,0,0,0.0
0,0.03526127,83,0,0.0187185,4166.0,15,0,0,0,0.0
0,0.9999998999999999,91,0,5.0,1159.0,5,0,0,0,0.0
0,0.161384159,64,0,571.0,1159.0,8,0,0,0,0.0
0,0.6501808000000001,45,1,0.2651453,8500.0,11,0,1,0,1.0
0,0.05069385,46,0,1793.0,2554.0,7,0,1,0,0.0
0,0.725059,55,0,0.39186609999999994,8900.0,15,0,2,0,0.0
0,0.03072113,62,0,0.14464875900000002,11800.0,12,0,2,0,0.0
0,0.11498727199999999,67,0,0.439883646,6187.0,14,0,1,0,0.0
0,0.9999998999999999,26,2,0.157201272,2200.0,1,0,0,1,0.0
0,0.256653965,39,0,778.0,0.0,5,0,0,0,0.0
0,0.04219222,64,0,0.6870748000000001,9260.0,26,0,3,0,0.0
0,0.012778198999999999,70,0,3630.0,2554.0,16,0,1,0,0.7572222678605657
0,0.059342781,40,0,0.016309562,3126.0,4,0,0,0,0.0
0,0.6090293000000001,67,1,0.9096968000000001,3000.0,13,0,3,0,0.0
0,0.22333789999999998,38,0,0.49348679999999995,3300.0,5,0,1,0,0.0
0,0.9999998999999999,53,2,0.004736344,9500.0,8,3,0,0,1.0
0,0.006939844000000001,63,0,0.224750875,7425.0,10,0,1,0,0.0
0,0.66154177,36,0,807.0,1159.0,7,0,0,0,0.0
0,1.483034,32,2,0.02534435,1814.0,1,3,0,2,0.0
0,0.04478819999999999,35,0,720.0,1159.0,9,0,0,0,0.0
0,0.07445226,59,0,0.1635469,16667.0,10,0,3,0,1.0
0,0.010859123,76,0,0.0065774019999999996,4256.0,7,0,0,0,0.0
0,0.9999998999999999,34,0,0.60068673,4950.0,4,0,1,0,0.0
0,0.031022533999999997,53,0,0.308943089,6149.0,8,0,1,0,0.0
0,0.035738708,70,0,0.359433569,2400.0,29,0,0,0,0.0
0,0.030478183,65,0,0.0049995,10000.0,8,0,0,0,0.0
0,0.09946413,46,0,0.2509894,4800.0,10,0,0,0,2.0
0,0.177281,78,0,119.0,1159.0,4,0,0,0,0.0
0,0.04140439,73,0,88.0,0.0,3,0,0,0,2.0
0,0.9999998999999999,52,0,358.0,1159.0,4,1,0,0,4.0
0,0.11131379999999999,27,0,0.114777,5000.0,5,0,1,0,0.0
1,0.5763043000000001,63,0,0.4711612,3900.0,5,0,1,1,0.0
0,0.04419292,56,0,0.2905419,5000.0,10,0,2,0,0.0
0,0.21782179999999998,50,0,0.1987602,5000.0,2,0,0,0,0.0
0,0.09958008,62,0,1478.0,2554.0,7,0,1,0,0.0
1,0.8435101,76,0,1.718056,1666.0,9,0,1,0,0.0
0,0.99290071,41,0,0.378118093,6333.0,5,0,2,0,0.0
0,0.05260414,36,0,0.3292413,10833.0,15,0,4,0,0.0
0,0.7597718000000001,37,0,0.3693631,10000.0,10,0,1,0,3.0
0,0.296820966,40,0,0.128916145,7500.0,11,0,0,0,0.0
0,0.05604885,57,1,0.5003946,3800.0,7,0,1,0,0.0
0,0.124641675,56,0,0.286718354,13800.0,8,0,1,0,0.0
0,0.0,90,0,40.0,1159.0,10,0,0,0,0.0
0,0.018475838999999997,44,2,0.300465437,5800.0,12,0,1,0,1.0
0,0.047862420999999995,57,0,0.23166146699999998,12500.0,14,0,2,0,0.0
1,0.8323353290000001,35,1,684.0,1159.0,3,0,0,1,0.7572222678605657
0,0.00605649,67,0,1613.0,2554.0,5,0,1,0,0.0
0,0.0432234,73,0,113.0,1159.0,15,0,0,0,0.0
0,0.8815148000000002,62,0,0.48917910000000003,2679.0,4,0,1,0,0.0
0,0.0,63,0,0.36778957100000004,2166.0,4,0,0,0,0.0
0,0.07538492299999999,35,0,0.001609599,6833.0,2,0,0,0,0.0
1,0.44150649999999997,57,0,156.0,1159.0,3,3,0,0,0.0
0,0.000998599,59,0,0.12115510000000002,9037.0,11,0,1,0,1.0
1,0.9999998999999999,36,98,0.007936508,3275.0,0,98,0,98,2.0
0,0.05396714,68,1,0.7469011999999999,2500.0,9,0,1,0,0.0
0,0.000583931,43,0,1792.0,2554.0,14,0,1,0,0.0
0,0.9999998999999999,72,0,43.0,1159.0,0,0,0,0,0.7572222678605657
0,0.23218839100000002,66,0,0.581727338,1400.0,7,0,1,0,0.0
0,0.7387366,65,0,0.48135329999999993,2600.0,5,0,1,0,0.0
1,0.9999998999999999,44,0,0.0037921879999999997,2636.0,0,2,0,0,1.0
0,0.0305175,67,0,0.1619225,15000.0,23,0,3,0,1.0
0,0.001491097,56,0,5173.0,2554.0,4,0,1,0,0.7572222678605657
0,0.6459219,30,0,0.4733799,4150.0,12,0,0,0,2.0
0,0.5926735,44,0,0.5423874,8150.0,14,0,2,1,2.0
0,0.1001181,77,1,0.03510721,9000.0,12,0,1,0,0.0
0,0.0252805,63,0,0.741614,5216.0,11,0,2,0,0.0
0,0.213456163,64,0,0.735554618,2370.0,9,0,2,0,0.0
0,0.9999998999999999,51,0,1.161676647,500.0,2,0,0,0,2.0
0,0.3466667,64,0,2375.0,8311.0,9,0,2,0,0.0
0,0.9999998999999999,24,0,66.0,1159.0,0,0,0,0,0.7572222678605657
0,0.0,37,0,1.486810552,1250.0,8,0,2,0,3.0
0,0.283421363,38,0,0.673676952,5800.0,7,0,2,0,1.0
0,0.3024251,64,0,1594.0,2554.0,10,0,1,0,0.0
0,0.0,64,0,0.036156375,57195.0,6,0,1,0,1.0
0,0.089408258,56,0,0.244935543,3800.0,8,0,1,0,3.0
0,0.177980224,40,1,0.43971205799999996,5000.0,8,0,2,0,2.0
0,0.6022911999999999,60,2,1.2757610000000001,2396.0,10,0,1,0,0.0
0,0.37936129999999996,40,0,0.4899095,9166.0,15,0,2,0,1.0
0,0.004712213,55,0,0.3671062,4322.0,11,0,1,0,0.0
0,0.3609413,44,0,1.4894040000000002,2500.0,4,0,1,0,2.0
0,0.215177216,51,0,0.203493592,12250.0,6,0,2,0,3.0
0,0.02348061,53,0,0.2901651,4300.0,9,0,2,0,2.0
0,0.05502319,39,0,0.3570264,9200.0,9,0,2,0,1.0
0,0.0,49,1,0.235152969,5000.0,8,0,1,0,0.0
0,0.10389870000000001,72,0,126.0,1159.0,4,0,0,0,0.0
0,0.3124688,59,0,0.2534028,3452.0,8,0,1,1,0.0
0,0.9999998999999999,61,0,0.2829865,21000.0,9,0,2,0,0.0
0,0.7620054,67,0,0.4792201,3897.0,10,0,0,0,0.0
0,0.675578846,28,0,0.524822695,3947.0,10,0,2,0,0.0
0,0.6522251,40,0,2767.0,2554.0,4,5,1,0,0.0
0,0.9923940999999998,35,1,0.5433509,7000.0,13,0,1,0,1.0
0,0.00695216,53,0,427.0,2554.0,3,0,1,0,1.0
1,0.533710245,66,0,0.560355605,7198.0,16,1,1,0,0.0
0,0.3414623,54,0,0.09874182,73200.0,22,0,3,0,1.0
0,0.001309248,43,0,1295.0,2554.0,9,0,1,0,0.7572222678605657
0,0.1304129,61,1,0.4875032999999999,3800.0,11,1,1,0,1.0
0,0.9999998999999999,46,1,0.5228228,6900.0,8,0,3,0,1.0
0,0.05666877,74,0,0.43405659999999996,10000.0,11,0,2,0,1.0
0,0.574991178,61,0,0.425242131,3303.0,5,0,1,0,0.0
0,0.02089896,66,0,0.17778940000000001,3835.0,14,0,0,0,0.0
0,0.3299174,45,0,3622.0,2554.0,5,0,1,0,0.0
0,0.3254927,57,0,0.8251026,7066.0,21,0,3,0,2.0
0,0.817242529,36,0,1355.0,2554.0,6,0,1,0,1.0
0,0.5515354,46,0,0.04446263,10997.0,3,0,0,0,2.0
0,0.0,39,0,0.356802082,6916.0,5,0,2,0,0.0
0,0.2406759,26,0,0.2561653,4500.0,6,0,0,0,0.0
0,0.030249055,50,0,0.198742836,10817.0,5,0,1,0,2.0
0,0.4495742999999999,42,0,0.20925370000000001,4300.0,6,0,0,0,1.0
1,0.7294076999999999,30,3,0.9609291,6500.0,13,0,2,1,1.0
0,0.140249288,58,0,0.284593055,9300.0,15,0,2,0,3.0
0,0.12088130000000001,48,0,0.39275970000000004,6960.0,5,0,2,0,2.0
0,0.03179682,25,0,0.10888060000000001,2938.0,3,0,0,0,1.0
1,0.9150849,32,0,0.48500329999999997,4500.0,4,0,1,0,0.0
0,0.002279909,60,0,973.0,2554.0,3,0,1,0,0.7572222678605657
0,0.0,60,0,1551.0,2554.0,8,0,1,0,0.0
1,0.9171313,43,5,2642.0,2554.0,5,2,1,0,0.0
0,0.06587863,46,0,0.166626823,4182.0,6,0,0,0,2.0
0,0.08962088,50,0,0.01110864,4500.0,3,0,0,0,0.0
0,0.05091353,45,0,0.2786721,10000.0,10,0,1,0,2.0
0,0.2048689,58,0,0.20877270000000003,10714.0,17,0,2,0,1.0
0,0.04288297,88,0,195.0,1159.0,5,0,0,0,0.0
0,0.30728294899999997,53,0,1826.0,8311.0,9,0,2,0,0.0
1,0.9999998999999999,31,1,0.434688111,4600.0,3,0,2,3,2.0
1,0.1418402,45,2,0.42859949999999997,5083.0,25,0,2,1,2.0
0,1.0253649999999999,41,0,0.03199467,6000.0,8,0,0,0,4.0
0,0.9999998999999999,55,1,51.0,1159.0,0,0,0,0,0.0
0,0.3049148,53,0,0.328475,12143.0,17,0,3,0,0.0
0,0.2479179,52,0,0.3469177,4833.0,6,0,1,0,0.0
0,0.07997445,62,0,0.3562391,4583.0,16,0,1,0,1.0
0,0.4442139,65,0,0.05242451,10166.0,3,0,0,0,0.0
0,0.07508532400000001,45,0,0.247094856,11100.0,15,0,2,0,1.0
0,0.1219808,62,0,2212.0,2554.0,15,0,1,0,0.0
0,0.0,68,0,1847.0,2554.0,8,0,1,0,0.0
0,0.4542986,43,0,0.384633,13066.0,18,0,3,0,2.0
0,0.043978011,22,0,68.0,1159.0,1,0,0,0,0.0
0,0.1132892,70,0,0.5207396,2000.0,10,0,1,0,0.0
0,0.9999998999999999,61,0,0.055967632999999996,1482.0,0,1,0,0,0.0
0,0.8463883,42,0,0.1943336,5011.0,6,0,0,0,0.0
0,0.0,60,0,0.05701592,2700.0,1,0,0,0,0.0
0,0.06156253,62,0,0.16886479999999998,11600.0,15,0,2,0,0.0
0,0.20627939999999997,41,0,0.1800967,12620.0,4,0,2,0,3.0
0,0.964054492,58,0,0.666364871,4417.0,10,0,2,0,0.0
0,0.9993211129999999,27,0,44.0,1159.0,1,0,0,0,0.7572222678605657
0,0.20730320000000002,68,0,0.15556070000000002,17362.0,9,0,1,0,1.0
0,0.3225197,51,2,2217.0,2554.0,14,0,1,0,3.0
0,0.9999998999999999,44,0,0.3687674,3950.0,3,0,1,0,0.0
0,0.7006481999999999,58,0,0.16657,18964.0,17,0,2,0,1.0
0,0.7532667,26,0,0.09661172,4367.0,4,0,0,1,3.0
0,0.45868859999999995,24,0,0.08772807,4000.0,3,0,0,0,0.0
0,0.407581885,34,0,0.21110646,7166.0,6,0,0,0,0.0
0,0.05957787900000001,54,0,0.512206464,4300.0,12,0,2,0,3.0
0,0.3898578,50,0,0.839717,6500.0,11,0,2,0,0.0
0,0.04187523,44,0,0.6202509,5500.0,15,0,1,0,2.0
0,0.0112493,47,0,0.44669179999999997,5833.0,5,0,1,0,1.0
0,0.016199676,38,0,0.19892473100000002,7253.0,6,0,1,0,3.0
0,0.095687917,47,1,0.078014184,8600.0,23,0,0,0,5.0
0,0.025216985,51,0,0.496353692,8775.0,12,0,1,0,3.0
0,0.43604269999999995,69,0,0.414637,8580.0,7,0,2,0,0.0
0,0.0,59,0,0.152975,5209.0,5,0,0,0,0.0
0,0.9293758,48,0,0.2887906,5200.0,13,0,0,0,0.0
0,0.7623191999999999,42,0,0.3632945,5584.0,5,0,0,0,0.0
0,0.4889215,43,0,0.8595761000000001,2641.0,10,0,1,0,1.0
0,0.023339771000000002,45,0,2516.0,2554.0,8,0,1,0,2.0
0,0.2096843,25,0,0.12395039999999999,2500.0,4,0,0,0,0.0
0,0.1698614,50,0,3723.0,2554.0,10,0,1,0,0.0
0,0.02263653,48,0,0.00264667,6800.0,6,0,0,0,0.0
0,0.5226039000000001,54,0,0.4757759,5283.0,17,0,0,0,0.0
0,0.3689004,39,1,2632.0,2554.0,10,0,1,0,3.0
0,0.0,78,0,0.0,3500.0,1,0,0,0,0.0
0,0.005741109,58,0,0.204906,7500.0,10,0,1,0,0.0
0,0.03192259,67,0,0.11554269999999998,9000.0,7,0,1,0,1.0
0,0.04038256,39,0,0.4225111,7000.0,13,0,1,0,0.0
0,0.029072225,36,0,26.0,1159.0,7,0,0,0,0.0
0,0.04606369,48,0,0.4288228,25000.0,9,0,4,0,3.0
0,0.5598634,78,0,0.03398301,2000.0,2,1,0,0,1.0
0,0.5108978,67,0,0.04676105,2330.0,5,0,0,0,0.0
0,0.02724741,46,0,1778.0,8311.0,7,0,2,0,0.0
